asset_id,purchase_date,device_type,department,region,brand,model_year,age_in_months,battery_cycles,battery_health_percent,smart_sectors_reallocated,thermal_events_count,daily_usage_hours,usage_type,os,overheating_issues,performance_rating,total_incidents,critical_incidents,high_incidents,medium_incidents,low_incidents,avg_resolution_time_hours,incident_rate_per_month,critical_incident_ratio,battery_degradation_rate,thermal_events_per_month,risk_score,risk_label,data_completeness,created_at,purchase_year,age_in_months_recalc
LAP-0987,2023-03-30 14:23:59.999999992,laptop,Finance,US,Dell,2022,35,100,40.0,50,14,6.0,Office,Windows,True,1,12,0,2,4,6,8.77,3.429,0.0,1.7143,0.4,0.499,medium,1.0,2023-04-14 14:23:59.999999992,2025,2
LAP-0988,2025-04-29 14:24:00.000000000,laptop,IT,US,Asus,2025,10,100,79.51,15,8,4.6,Office,Windows,False,4,3,0,0,1,2,7.6,3.0,0.0,2.049,0.8,0.164,low,1.0,2025-05-15 14:24:00.000000000,2025,6
LAP-0989,2024-06-29 04:47:59.999999992,laptop,IT,US,Dell,2023,20,210,43.29,54,3,5.1,Programming,Windows,False,2,10,0,2,4,4,6.16,5.0,0.0,2.8355,0.15,0.403,medium,1.0,2024-07-23 04:47:59.999999992,2025,12
LAP-0990,2025-06-29 11:31:12.000000000,laptop,Engineering,India,Acer,2024,8,187,80.09,22,3,10.3,Programming,Windows,False,5,1,0,0,0,1,2.19,1.0,0.0,2.4887,0.375,0.132,low,1.0,2025-07-11 11:31:12.000000000,2025,9
LAP-0991,2023-12-29 13:26:23.999999992,laptop,Sales,EU,HP,2023,26,100,52.91,40,19,3.1,Student,Windows,True,2,8,0,1,3,4,9.81,3.077,0.0,1.8112,0.7308,0.408,medium,0.87,2024-01-22 13:26:23.999999992,2025,6
LAP-0992,2024-03-29 21:07:12.000000000,laptop,IT,US,HP,2024,23,176,61.86,12,46,11.0,Gaming,Windows,True,4,2,0,0,0,2,3.87,0.87,0.0,1.6583,2.0,0.371,medium,1.0,2024-04-21 21:07:12.000000000,2025,6
LAP-0993,2022-11-28 20:09:35.999999992,laptop,Engineering,EU,HP,2022,39,128,40.0,75,26,4.3,Student,Windows,True,1,19,0,3,7,9,8.58,4.872,0.0,1.5385,0.6667,0.675,high,1.0,2022-12-12 20:09:35.999999992,2025,8
LAP-0994,2025-06-29 11:31:12.000000000,laptop,Engineering,India,HP,2025,8,206,55.1,45,2,6.7,Programming,Windows,False,2,10,0,2,4,4,7.65,10.0,0.0,5.6125,0.25,0.327,low,1.0,2025-07-12 11:31:12.000000000,2025,9
LAP-0995,2023-06-29 22:04:48.000000000,laptop,HR,US,Asus,2022,32,100,55.92,53,5,7.3,Creative,Windows,False,2,11,0,2,4,5,8.9,3.438,0.0,1.3775,0.1562,0.413,medium,1.0,2023-07-24 22:04:48.000000000,2025,7
LAP-0996,2020-03-29 18:14:23.999999983,laptop,Engineering,EU,Acer,2019,71,111,16.0,88,49,6.6,Office,Windows,False,2,18,3,5,4,6,8.71,2.535,0.1667,1.1831,0.6901,0.91,high,1.0,2020-03-31 18:14:23.999999983,2025,7
LAP-0997,2023-10-29 16:19:12.000000000,laptop,HR,EU,Dell,2022,28,100,45.7,35,3,6.4,Creative,Windows,False,2,9,0,1,3,5,7.9,3.214,0.0,1.9393,0.1071,0.366,medium,1.0,2023-11-01 16:19:12.000000000,2025,3
LAP-0998,2024-07-29 15:21:36.000000000,laptop,Engineering,India,Asus,2023,19,239,64.19,17,2,9.7,Creative,Windows,False,4,3,0,0,1,2,6.62,1.579,0.0,1.8847,0.1053,0.201,low,1.0,2024-08-24 15:21:36.000000000,2025,11
LAP-0999,2025-04-29 14:24:00.000000000,laptop,Engineering,EU,Apple,2025,10,100,46.84,35,18,3.9,Student,macOS,True,2,11,0,2,4,5,5.6,11.0,0.0,5.316,1.8,0.406,medium,1.0,2025-05-23 14:24:00.000000000,2025,4
LAP-1000,2022-09-28 23:02:24.000000000,laptop,IT,EU,Dell,2021,41,100,40.45,36,0,9.4,Programming,Windows,False,2,12,0,2,4,6,11.67,2.927,0.0,1.4524,0.0,0.426,medium,0.62,2022-10-28 23:02:24.000000000,2025,3
LAP-1001,2023-01-28 17:16:48.000000000,laptop,Sales,India,Acer,2022,37,100,78.26,7,8,11.0,Programming,Windows,False,4,2,0,0,0,2,2.49,0.541,0.0,0.5876,0.2162,0.197,low,1.0,2023-02-19 17:16:48.000000000,2025,2
LAP-1002,2023-02-28 03:50:23.999999992,laptop,Operations,US,Dell,2022,36,193,40.0,71,12,11.5,Gaming,Windows,True,1,15,0,3,6,6,8.61,4.167,0.0,1.6667,0.3333,0.565,high,1.0,2023-03-10 03:50:23.999999992,2025,7
LAP-1003,2022-12-29 06:43:12.000000000,laptop,IT,India,Lenovo,2021,38,100,51.65,41,9,4.6,Student,Windows,False,2,9,0,1,3,5,7.17,2.368,0.0,1.2724,0.2368,0.408,medium,1.0,2023-01-07 06:43:12.000000000,2025,5
LAP-1004,2019-05-30 08:38:23.999999975,laptop,Sales,India,HP,2019,81,197,44.0,84,35,8.5,Programming,Windows,False,3,16,2,5,4,5,8.03,1.975,0.125,0.6914,0.4321,0.758,high,1.0,2019-06-25 08:38:23.999999975,2025,9
LAP-1005,2020-02-28 07:40:47.999999975,laptop,Sales,US,HP,2019,72,126,34.0,100,50,4.9,Office,Windows,False,2,19,2,4,5,8,11.51,2.639,0.1053,0.9167,0.6944,0.905,high,1.0,2020-03-19 07:40:47.999999975,2025,10
LAP-1006,2021-04-29 11:31:12.000000000,laptop,Operations,EU,HP,2021,58,168,40.0,67,3,10.1,Programming,Windows,False,1,13,0,2,5,6,9.06,2.241,0.0,1.0345,0.0517,0.547,medium,1.0,2021-05-07 11:31:12.000000000,2025,10
LAP-1007,2021-12-29 00:00:00.000000000,laptop,IT,US,HP,2021,50,191,48.36,59,4,7.2,Programming,Windows,False,2,9,0,1,3,5,6.82,1.8,0.0,1.0328,0.08,0.457,medium,0.71,2022-01-08 00:00:00.000000000,2025,12
LAP-1008,2022-01-28 10:33:35.999999983,laptop,IT,EU,Apple,2022,49,100,52.96,37,11,7.9,Creative,macOS,True,2,12,0,2,4,6,11.2,2.449,0.0,0.96,0.2245,0.458,medium,1.0,2022-02-16 10:33:35.999999983,2025,6
LAP-1009,2023-01-28 17:16:48.000000000,laptop,Engineering,India,Lenovo,2022,37,165,81.48,19,3,6.0,Creative,Windows,False,5,1,0,0,0,1,6.66,0.27,0.0,0.5005,0.0811,0.183,low,1.0,2023-01-31 17:16:48.000000000,2025,12
LAP-1010,2019-11-29 00:00:00.000000000,laptop,Operations,India,Asus,2018,75,100,15.0,91,45,5.9,Office,Windows,False,1,18,3,6,4,5,7.89,2.4,0.1667,1.1333,0.6,0.905,high,0.7,2019-12-23 00:00:00.000000000,2025,6
LAP-1011,2023-07-30 08:38:24.000000000,laptop,Sales,US,Asus,2022,31,112,40.0,78,43,3.9,Student,Windows,True,1,14,0,2,5,7,7.07,4.516,0.0,1.9355,1.3871,0.683,high,1.0,2023-08-04 08:38:24.000000000,2025,11
LAP-1012,2023-10-29 16:19:12.000000000,laptop,Operations,US,Asus,2022,28,165,40.0,77,4,3.4,Student,Windows,False,1,19,0,3,7,9,8.25,6.786,0.0,2.1429,0.1429,0.568,high,1.0,2023-11-01 16:19:12.000000000,2025,12
LAP-1013,2019-08-29 16:19:11.999999983,laptop,HR,US,HP,2019,78,100,31.0,99,50,5.4,Creative,Windows,True,2,17,3,4,3,7,8.37,2.179,0.1765,0.8846,0.641,0.891,high,1.0,2019-09-24 16:19:11.999999983,2026,1
LAP-1014,2019-09-29 02:52:47.999999992,laptop,HR,EU,Lenovo,2018,77,100,15.0,92,46,4.9,Student,Windows,True,2,20,3,4,5,8,5.26,2.597,0.15,1.1039,0.5974,0.93,high,1.0,2019-10-26 02:52:47.999999992,2025,9
LAP-1015,2019-08-29 16:19:11.999999983,laptop,Engineering,India,Apple,2019,78,100,28.0,93,46,4.9,Student,macOS,False,1,20,3,5,5,7,7.74,2.564,0.15,0.9231,0.5897,0.9,high,0.6,2019-09-14 16:19:11.999999983,2026,1
LAP-1016,2025-04-29 14:24:00.000000000,laptop,Sales,India,Acer,2025,10,100,44.25,46,9,6.9,Programming,Windows,False,2,9,0,1,3,5,6.51,9.0,0.0,5.575,0.9,0.378,medium,0.9,2025-05-16 14:24:00.000000000,2025,5
LAP-1017,2023-05-30 11:31:11.999999992,laptop,Engineering,US,Asus,2023,33,235,84.15,19,3,9.1,Gaming,Windows,False,5,0,0,0,0,0,0.0,0.0,0.0,0.4803,0.0909,0.158,low,0.42,2023-06-14 11:31:11.999999992,2025,10
LAP-1018,2024-01-29 00:00:00.000000000,laptop,Engineering,India,HP,2023,25,140,87.21,21,3,10.4,Creative,Windows,False,5,0,0,0,0,0,0.0,0.0,0.0,0.5116,0.12,0.138,low,1.0,2024-02-01 00:00:00.000000000,2025,7
LAP-1019,2024-02-28 10:33:35.999999992,laptop,Finance,EU,HP,2023,24,100,40.0,55,6,10.2,Gaming,Windows,False,1,20,0,4,8,8,9.57,8.333,0.0,2.5,0.25,0.534,medium,1.0,2024-03-11 10:33:35.999999992,2026,1
LAP-1020,2022-07-30 01:55:11.999999992,laptop,Engineering,India,Dell,2022,43,100,45.16,37,4,8.6,Creative,Windows,False,2,9,0,1,3,5,10.41,2.093,0.0,1.2753,0.093,0.407,medium,1.0,2022-08-08 01:55:11.999999992,2025,2
LAP-1021,2023-01-28 17:16:48.000000000,laptop,Finance,EU,Acer,2023,37,100,40.0,69,13,3.4,Student,Windows,True,1,15,0,3,6,6,11.57,4.054,0.0,1.6216,0.3514,0.567,high,1.0,2023-02-18 17:16:48.000000000,2025,6
LAP-1022,2019-09-29 02:52:47.999999992,laptop,Engineering,US,Lenovo,2018,77,100,15.0,92,49,10.0,Programming,Windows,False,2,18,2,4,4,8,5.96,2.338,0.1111,1.1039,0.6364,0.923,high,1.0,2019-10-11 02:52:47.999999992,2025,2
LAP-1023,2025-04-29 14:24:00.000000000,laptop,HR,India,Dell,2025,10,142,40.69,64,27,4.0,Student,Windows,True,2,8,0,1,3,4,4.85,8.0,0.0,5.931,2.7,0.485,medium,0.4,2025-05-25 14:24:00.000000000,2025,12
LAP-1024,2020-12-28 17:16:48.000000000,laptop,IT,US,Asus,2019,62,100,18.0,90,50,3.1,Office,Windows,False,2,19,4,5,4,6,7.11,3.065,0.2105,1.3226,0.8065,0.904,high,1.0,2021-01-12 17:16:48.000000000,2025,7
LAP-1025,2022-05-30 04:48:00.000000000,laptop,Finance,EU,Dell,2021,45,100,40.0,65,1,3.3,Office,Windows,False,1,16,0,3,6,7,7.46,3.556,0.0,1.3333,0.0222,0.538,medium,1.0,2022-06-01 04:48:00.000000000,2025,8
LAP-1026,2024-05-29 18:14:24.000000000,laptop,Sales,US,Asus,2024,21,100,40.0,62,48,3.1,Office,Windows,True,1,14,0,2,5,7,9.12,6.667,0.0,2.8571,2.2857,0.65,high,1.0,2024-06-21 18:14:24.000000000,2025,6
LAP-1027,2023-11-29 02:52:48.000000000,laptop,HR,EU,Acer,2023,27,183,40.0,67,4,6.6,Office,Windows,False,1,13,0,2,5,6,7.86,4.815,0.0,2.2222,0.1481,0.486,medium,1.0,2023-12-17 02:52:48.000000000,2025,8
LAP-1028,2019-05-30 08:38:23.999999975,laptop,Operations,US,HP,2018,81,120,20.0,90,48,8.5,Gaming,Windows,False,1,19,4,5,4,6,8.02,2.346,0.2105,0.9877,0.5926,0.912,high,1.0,2019-06-19 08:38:23.999999975,2025,8
LAP-1029,2022-02-27 21:07:11.999999992,laptop,Engineering,India,Apple,2021,48,100,49.72,45,47,6.4,Programming,macOS,True,2,10,0,2,4,4,9.13,2.083,0.0,1.0475,0.9792,0.604,high,0.86,2022-03-11 21:07:11.999999992,2025,3
LAP-1030,2019-06-29 19:11:59.999999975,laptop,IT,EU,Acer,2019,80,111,19.0,92,48,5.1,Creative,Windows,False,1,17,3,5,4,5,7.87,2.125,0.1765,1.0125,0.6,0.899,high,1.0,2019-07-22 19:11:59.999999975,2025,5
LAP-1031,2021-04-29 11:31:12.000000000,laptop,HR,India,HP,2020,58,100,40.0,66,43,3.4,Office,Windows,True,1,19,0,3,7,9,8.34,3.276,0.0,1.0345,0.7414,0.765,high,0.78,2021-05-03 11:31:12.000000000,2025,8
LAP-1032,2022-04-29 18:14:24.000000000,laptop,Sales,EU,Lenovo,2022,46,120,40.0,73,31,4.1,Office,Windows,True,1,16,0,3,6,7,6.15,3.478,0.0,1.3043,0.6739,0.676,high,1.0,2022-05-22 18:14:24.000000000,2025,10
LAP-1033,2023-01-28 17:16:48.000000000,laptop,Sales,India,Lenovo,2023,37,112,78.42,13,9,7.3,Creative,Windows,False,4,5,0,0,2,3,8.41,1.351,0.0,0.5832,0.2432,0.243,low,0.63,2023-02-13 17:16:48.000000000,2025,5
LAP-1034,2019-07-30 05:45:35.999999983,laptop,Engineering,India,Apple,2018,79,126,34.0,100,46,10.9,Creative,macOS,False,1,18,3,5,4,6,6.43,2.278,0.1667,0.8354,0.5823,0.879,high,0.74,2019-08-22 05:45:35.999999983,2025,4
LAP-1035,2021-09-28 16:19:11.999999983,laptop,IT,India,Dell,2020,53,149,46.79,50,6,9.9,Programming,Windows,False,2,10,0,2,4,4,10.3,1.887,0.0,1.004,0.1132,0.467,medium,1.0,2021-10-14 16:19:11.999999983,2025,7
LAP-1036,2020-09-28 09:35:59.999999992,laptop,Engineering,India,Acer,2020,65,100,43.0,85,43,8.3,Gaming,Windows,True,3,14,2,4,3,5,8.74,2.154,0.1429,0.8769,0.6615,0.76,high,1.0,2020-09-29 09:35:59.999999992,2025,6
LAP-1037,2024-11-28 09:36:00.000000000,laptop,Finance,US,HP,2023,15,238,54.16,55,1,6.7,Programming,Windows,False,2,8,0,1,3,4,6.34,5.333,0.0,3.056,0.0667,0.34,low,0.38,2024-12-20 09:36:00.000000000,2025,12
LAP-1038,2022-09-28 23:02:24.000000000,laptop,IT,India,Lenovo,2022,41,178,40.38,44,2,6.7,Creative,Windows,False,2,9,0,1,3,5,6.23,2.195,0.0,1.4541,0.0488,0.42,medium,1.0,2022-10-23 23:02:24.000000000,2025,9
LAP-1039,2019-09-29 02:52:47.999999992,laptop,Engineering,India,Acer,2019,77,156,18.0,99,45,11.0,Programming,Windows,False,2,18,2,5,4,7,9.52,2.338,0.1111,1.0649,0.5844,0.913,high,0.37,2019-10-01 02:52:47.999999992,2025,5
LAP-1040,2023-08-29 19:12:00.000000000,laptop,Finance,US,Lenovo,2023,30,100,49.77,45,0,4.9,Student,Windows,False,2,9,0,1,3,5,6.36,3.0,0.0,1.6743,0.0,0.368,medium,1.0,2023-09-28 19:12:00.000000000,2025,8
LAP-1041,2023-12-29 13:26:23.999999992,laptop,Finance,US,HP,2022,26,100,63.64,13,8,3.8,Student,Windows,False,4,3,0,0,1,2,6.28,1.154,0.0,1.3985,0.3077,0.233,low,1.0,2024-01-01 13:26:23.999999992,2025,7
LAP-1042,2019-04-29 22:04:48.000000009,laptop,Engineering,EU,Dell,2019,82,100,22.0,93,47,3.4,Office,Windows,False,2,19,3,5,4,7,7.89,2.317,0.1579,0.9512,0.5732,0.909,high,0.62,2019-05-25 22:04:48.000000009,2025,5
LAP-1043,2024-04-29 07:40:47.999999992,laptop,Engineering,US,HP,2024,22,180,40.0,54,7,4.3,Student,Windows,False,2,9,0,1,3,5,10.13,4.091,0.0,2.7273,0.3182,0.422,medium,0.33,2024-05-20 07:40:47.999999992,2025,12
LAP-1044,2019-09-29 02:52:47.999999992,laptop,Engineering,India,Apple,2019,77,100,43.0,85,41,4.9,Office,macOS,False,3,16,3,4,4,5,9.45,2.078,0.1875,0.7403,0.5325,0.787,high,1.0,2019-10-24 02:52:47.999999992,2025,8
LAP-1045,2021-09-28 16:19:11.999999983,laptop,HR,US,Apple,2020,53,100,41.24,34,9,4.9,Office,macOS,False,2,10,0,2,4,4,9.04,1.887,0.0,1.1087,0.1698,0.461,medium,0.7,2021-10-18 16:19:11.999999983,2025,2
LAP-1046,2020-11-28 06:43:12.000000000,laptop,Engineering,US,Acer,2019,63,168,42.0,70,34,7.6,Creative,Windows,False,2,16,2,4,3,7,7.13,2.54,0.125,0.9206,0.5397,0.712,high,1.0,2020-12-15 06:43:12.000000000,2025,8
LAP-1047,2019-11-29 00:00:00.000000000,laptop,Engineering,India,HP,2018,75,124,51.0,78,35,11.8,Creative,Windows,True,2,13,3,3,2,5,8.11,1.733,0.2308,0.6533,0.4667,0.698,high,1.0,2019-12-19 00:00:00.000000000,2025,8
LAP-1048,2022-09-28 23:02:24.000000000,laptop,Sales,US,Acer,2022,41,100,50.53,33,9,8.2,Programming,Windows,False,2,10,0,2,4,4,11.74,2.439,0.0,1.2066,0.2195,0.411,medium,1.0,2022-10-20 23:02:24.000000000,2025,2
LAP-1049,2023-09-29 05:45:36.000000000,laptop,Sales,US,Acer,2022,29,100,40.0,66,39,3.2,Student,Windows,True,1,14,0,2,5,7,6.51,4.828,0.0,2.069,1.3448,0.638,high,1.0,2023-10-20 05:45:36.000000000,2025,8
LAP-1050,2019-10-29 13:26:23.999999992,laptop,IT,India,Dell,2019,76,108,30.0,88,47,11.4,Creative,Windows,False,2,20,3,6,5,6,6.37,2.632,0.15,0.9211,0.6184,0.889,high,0.53,2019-11-28 13:26:23.999999992,2025,3
LAP-1051,2021-02-27 14:23:59.999999992,laptop,Sales,US,Asus,2020,60,100,17.0,97,46,3.0,Student,Windows,False,1,19,3,4,6,6,7.5,3.167,0.1579,1.3833,0.7667,0.901,high,1.0,2021-03-28 14:23:59.999999992,2025,7
LAP-1052,2025-06-29 11:31:12.000000000,laptop,IT,US,Apple,2024,8,323,41.07,54,20,9.3,Creative,macOS,True,2,10,0,2,4,4,5.4,10.0,0.0,7.3662,2.5,0.452,medium,1.0,2025-06-30 11:31:12.000000000,2025,12
LAP-1053,2025-07-29 22:04:48.000000000,laptop,Engineering,EU,Apple,2025,7,186,40.0,59,2,6.7,Programming,macOS,False,2,10,0,2,4,4,9.22,10.0,0.0,8.5714,0.2857,0.391,medium,1.0,2025-08-18 22:04:48.000000000,2025,12
LAP-1054,2023-11-29 02:52:48.000000000,laptop,HR,EU,Asus,2022,27,100,46.57,29,26,9.2,Creative,Windows,True,2,12,0,2,4,6,7.75,4.444,0.0,1.9789,0.963,0.472,medium,1.0,2023-12-05 02:52:48.000000000,2025,2
LAP-1055,2023-05-30 11:31:11.999999992,laptop,HR,India,HP,2023,33,141,40.0,65,21,7.6,Programming,Windows,True,1,17,0,3,6,8,9.39,5.152,0.0,1.8182,0.6364,0.603,high,1.0,2023-06-28 11:31:11.999999992,2025,9
LAP-1056,2023-10-29 16:19:12.000000000,laptop,Sales,EU,Acer,2023,28,160,40.0,64,44,8.0,Office,Windows,True,1,18,0,3,7,8,7.45,6.429,0.0,2.1429,1.5714,0.692,high,0.7,2023-11-13 16:19:12.000000000,2025,9
LAP-1057,2022-10-29 09:35:59.999999992,laptop,Engineering,India,Asus,2022,40,100,57.16,53,6,4.0,Office,Windows,False,2,10,0,2,4,4,8.56,2.5,0.0,1.071,0.15,0.42,medium,1.0,2022-11-24 09:35:59.999999992,2025,8
LAP-1058,2024-04-29 07:40:47.999999992,laptop,HR,India,HP,2024,22,102,62.27,16,1,5.4,Programming,Windows,False,4,4,0,0,1,3,7.53,1.818,0.0,1.715,0.0455,0.216,low,0.45,2024-05-25 07:40:47.999999992,2025,10
LAP-1059,2023-08-29 19:12:00.000000000,laptop,HR,EU,Lenovo,2023,30,125,40.0,65,48,7.6,Creative,Windows,True,1,20,1,4,8,7,8.77,6.667,0.05,2.0,1.6,0.734,high,0.52,2023-09-12 19:12:00.000000000,2025,6
LAP-1060,2021-04-29 11:31:12.000000000,laptop,Engineering,India,Dell,2020,58,100,40.0,63,8,11.0,Programming,Windows,False,1,15,0,3,6,6,5.84,2.586,0.0,1.0345,0.1379,0.579,high,1.0,2021-05-19 11:31:12.000000000,2025,4
LAP-1061,2022-05-30 04:48:00.000000000,laptop,IT,India,Dell,2022,45,100,66.15,12,9,4.1,Office,Windows,False,4,2,0,0,0,2,2.98,0.444,0.0,0.7522,0.2,0.258,low,0.45,2022-06-14 04:48:00.000000000,2025,6
LAP-1062,2023-02-28 03:50:23.999999992,laptop,HR,EU,Apple,2022,36,100,40.0,60,7,3.4,Office,macOS,False,1,13,0,2,5,6,12.0,3.611,0.0,1.6667,0.1944,0.503,medium,0.64,2023-03-14 03:50:23.999999992,2026,1
LAP-1063,2022-05-30 04:48:00.000000000,laptop,Engineering,US,Dell,2022,45,100,54.58,45,3,4.1,Student,Windows,False,2,8,0,1,3,4,9.16,1.778,0.0,1.0093,0.0667,0.389,medium,1.0,2022-06-24 04:48:00.000000000,2025,8
LAP-1064,2025-08-29 08:38:24.000000000,laptop,Sales,US,Dell,2025,6,176,70.25,10,1,11.8,Creative,Windows,False,4,5,0,0,2,3,7.36,5.0,0.0,4.9583,0.1667,0.161,low,1.0,2025-09-19 08:38:24.000000000,2025,7
LAP-1065,2020-12-28 17:16:48.000000000,laptop,Finance,US,Acer,2019,62,100,30.0,99,48,5.8,Creative,Windows,False,1,19,3,6,5,5,7.95,3.065,0.1579,1.129,0.7742,0.884,high,1.0,2021-01-21 17:16:48.000000000,2025,5
LAP-1066,2024-03-29 21:07:12.000000000,laptop,HR,India,Dell,2024,23,248,40.0,58,2,10.9,Creative,Windows,False,2,12,0,2,4,6,6.75,5.217,0.0,2.6087,0.087,0.442,medium,1.0,2024-04-23 21:07:12.000000000,2025,11
LAP-1067,2025-03-30 03:50:24.000000000,laptop,Sales,EU,Asus,2025,11,134,41.5,37,9,10.7,Creative,Windows,False,2,11,0,2,4,5,9.66,10.0,0.0,5.3182,0.8182,0.389,medium,0.88,2025-04-25 03:50:24.000000000,2025,6
LAP-1068,2025-08-29 08:38:24.000000000,laptop,Operations,India,Lenovo,2024,6,116,53.12,44,32,6.2,Creative,Windows,True,2,11,0,2,4,5,9.1,11.0,0.0,7.8133,5.3333,0.456,medium,1.0,2025-09-03 08:38:24.000000000,2025,5
LAP-1069,2021-09-28 16:19:11.999999983,laptop,Finance,India,Acer,2021,53,210,41.1,58,6,6.4,Office,Windows,False,2,12,0,2,4,6,8.02,2.264,0.0,1.1113,0.1132,0.518,medium,0.94,2021-10-04 16:19:11.999999983,2025,12
LAP-1070,2023-08-29 19:12:00.000000000,laptop,HR,US,Dell,2023,30,155,51.36,56,35,3.0,Office,Windows,True,2,12,0,2,4,6,7.73,4.0,0.0,1.6213,1.1667,0.556,high,1.0,2023-09-15 19:12:00.000000000,2025,11
LAP-1071,2020-03-29 18:14:23.999999983,laptop,IT,India,Apple,2020,71,100,40.0,69,32,6.6,Office,macOS,False,2,14,2,3,3,6,10.49,1.972,0.1429,0.8451,0.4507,0.704,high,1.0,2020-04-09 18:14:23.999999983,2025,3
LAP-1072,2020-05-29 15:21:35.999999992,laptop,Sales,US,Apple,2019,69,100,48.0,70,35,7.8,Office,macOS,False,3,17,3,5,4,5,9.86,2.464,0.1765,0.7536,0.5072,0.724,high,0.5,2020-06-14 15:21:35.999999992,2025,7
LAP-1073,2023-07-30 08:38:24.000000000,laptop,Operations,EU,Lenovo,2022,31,100,40.0,40,9,3.2,Office,Windows,False,2,12,0,2,4,6,11.71,3.871,0.0,1.9355,0.2903,0.451,medium,1.0,2023-08-11 08:38:24.000000000,2025,7
LAP-1074,2023-06-29 22:04:48.000000000,laptop,Engineering,EU,HP,2022,32,133,69.03,19,4,6.9,Programming,Windows,False,4,3,0,0,1,2,5.34,0.938,0.0,0.9678,0.125,0.228,low,1.0,2023-07-14 22:04:48.000000000,2025,8
LAP-1075,2019-05-30 08:38:23.999999975,laptop,Operations,US,HP,2018,81,100,35.0,81,39,6.1,Office,Windows,False,3,17,2,5,4,6,10.38,2.099,0.1176,0.8025,0.4815,0.801,high,1.0,2019-06-22 08:38:23.999999975,2025,8
LAP-1076,2023-10-29 16:19:12.000000000,laptop,Engineering,India,Dell,2023,28,100,40.0,63,28,9.2,Programming,Windows,True,1,17,0,3,6,8,7.11,6.071,0.0,2.1429,1.0,0.616,high,1.0,2023-11-02 16:19:12.000000000,2025,4
LAP-1077,2022-01-28 10:33:35.999999983,laptop,Sales,India,Apple,2022,49,275,40.0,57,25,9.3,Creative,macOS,True,2,9,0,1,3,5,8.96,1.837,0.0,1.2245,0.5102,0.556,high,1.0,2022-02-24 10:33:35.999999983,2025,10
LAP-1078,2023-10-29 16:19:12.000000000,laptop,HR,India,HP,2022,28,117,43.63,59,8,3.3,Office,Windows,False,2,10,0,2,4,4,8.09,3.571,0.0,2.0132,0.2857,0.449,medium,1.0,2023-11-16 16:19:12.000000000,2025,12
LAP-1079,2022-06-29 15:21:35.999999992,laptop,Engineering,EU,HP,2022,44,100,81.81,16,0,6.5,Office,Windows,False,5,1,0,0,0,1,3.62,0.227,0.0,0.4134,0.0,0.179,low,1.0,2022-07-20 15:21:35.999999992,2025,5
LAP-1080,2023-06-29 22:04:48.000000000,laptop,HR,US,Apple,2023,32,100,55.05,46,9,3.3,Student,macOS,False,2,12,0,2,4,6,9.56,3.75,0.0,1.4047,0.2812,0.427,medium,0.36,2023-07-27 22:04:48.000000000,2025,6
LAP-1081,2022-09-28 23:02:24.000000000,laptop,IT,US,Apple,2022,41,182,48.87,46,8,8.9,Creative,macOS,False,2,11,0,2,4,5,9.94,2.683,0.0,1.2471,0.1951,0.447,medium,1.0,2022-10-01 23:02:24.000000000,2025,8
LAP-1082,2021-06-29 08:38:23.999999992,laptop,Engineering,EU,Lenovo,2021,56,100,66.04,20,4,5.0,Creative,Windows,False,4,4,0,0,1,3,4.5,0.714,0.0,0.6064,0.0714,0.298,low,1.0,2021-07-21 08:38:23.999999992,2025,6
LAP-1083,2024-12-28 20:09:36.000000000,laptop,Engineering,US,Asus,2023,14,105,46.71,38,34,8.8,Programming,Windows,True,2,12,0,2,4,6,6.43,8.571,0.0,3.8064,2.4286,0.494,medium,1.0,2025-01-05 20:09:36.000000000,2025,4
LAP-1084,2019-09-29 02:52:47.999999992,laptop,Finance,India,Acer,2019,77,100,19.0,97,48,3.5,Student,Windows,False,1,19,3,6,3,7,6.91,2.468,0.1579,1.0519,0.6234,0.928,high,0.39,2019-10-22 02:52:47.999999992,2026,1
LAP-1085,2019-08-29 16:19:11.999999983,laptop,Sales,India,Asus,2019,78,157,15.0,93,46,10.8,Creative,Windows,True,1,19,3,5,5,6,9.61,2.436,0.1579,1.0897,0.5897,0.922,high,1.0,2019-09-01 16:19:11.999999983,2025,7
LAP-1086,2024-09-28 12:28:48.000000000,laptop,Sales,US,Acer,2024,17,165,71.17,21,8,3.3,Office,Windows,False,4,2,0,0,0,2,4.65,1.176,0.0,1.6959,0.4706,0.201,low,1.0,2024-10-06 12:28:48.000000000,2025,11
LAP-1087,2025-07-29 22:04:48.000000000,laptop,HR,US,HP,2024,7,128,40.0,67,7,4.7,Office,Windows,False,1,17,0,3,6,8,9.88,17.0,0.0,8.5714,1.0,0.497,medium,1.0,2025-08-16 22:04:48.000000000,2025,11
LAP-1088,2020-03-29 18:14:23.999999983,laptop,Finance,EU,HP,2020,71,153,32.0,91,46,11.5,Programming,Windows,True,2,17,2,6,3,6,7.47,2.394,0.1176,0.9577,0.6479,0.854,high,1.0,2020-04-08 18:14:23.999999983,2025,8
LAP-1089,2023-08-29 19:12:00.000000000,laptop,Sales,US,Apple,2023,30,143,69.69,8,9,11.8,Gaming,macOS,False,4,2,0,0,0,2,2.89,0.667,0.0,1.0103,0.3,0.21,low,0.78,2023-09-23 19:12:00.000000000,2025,4
